user_id,total_jobs,on_time_deliveries,cancelled_jobs,income_volatility,repeat_customers,peer_ratings,jobs_last_6m,jobs_last_12m,transaction_volume,customer_feedback_score,lifescore
351,323,23,19,0.34395768655768555,91,4.45,82,125,91918,1,313.9469190285611
352,273,180,5,0.7330001072226232,71,2.83,165,278,67600,2,328.0652095602941
353,159,446,26,0.658661354939767,86,4.0,91,413,42848,9,1000.0
354,472,458,1,0.931554914309481,92,2.59,25,344,7820,5,439.582032351878
355,56,333,28,0.8209810172991409,4,3.74,59,321,9512,9,1000.0
356,179,228,37,0.566605258905463,41,2.89,80,62,37725,8,588.7449650223735
357,28,131,2,0.6570304982341073,6,2.96,189,77,52534,6,1000.0
358,252,400,15,0.8983864665840349,41,3.41,134,191,86151,1,558.7375424695255
359,118,358,29,0.3995187845869348,35,3.58,145,43,40776,5,1000.0
360,166,86,39,0.32679470585777737,26,4.06,130,293,61945,1,266.4672838453914
361,323,409,1,0.010811083635196339,57,2.69,136,315,84420,7,651.7517258216319
362,227,78,16,0.8265510741914642,45,3.76,88,395,48455,8,307.9402157816596
363,150,219,40,0.8009807004033649,65,2.96,182,258,84488,8,624.5381769732285
364,423,223,11,0.10445451810015138,24,3.93,119,120,53433,7,371.9946416823144
365,171,86,34,0.5768573811327002,72,4.09,52,103,10711,2,389.8074711680398
366,73,291,42,0.4639816981668874,26,3.89,127,419,60262,5,1000.0
367,139,288,0,0.11870909550911146,0,4.35,82,188,87009,4,821.9117918218269
368,180,492,44,0.9805682270607236,86,3.34,34,56,84785,5,983.1933289794619
369,427,334,14,0.21469588746335544,73,4.41,33,291,10597,9,627.6503181169259
370,135,352,25,0.06723418009056115,41,3.58,140,349,61067,4,1000.0
371,94,380,36,0.5948473795019096,51,3.71,144,371,88520,8,1000.0
372,132,109,20,0.7388666771330327,24,4.12,45,101,49022,8,395.55019756179144
373,475,180,48,0.03244344604718696,53,2.55,234,385,82924,2,329.0170897243978
374,439,46,30,0.6587176387270222,66,4.13,30,221,19782,6,281.41182543647307
375,441,25,24,0.5322918759514544,5,4.05,54,84,52782,5,158.03743326122927
376,123,315,22,0.10326500887504841,57,3.27,6,387,73144,2,968.9625608661393
377,359,231,23,0.17252387694636206,69,2.71,59,211,99651,4,451.772833413347
378,273,303,37,0.5679742973160805,52,2.73,108,454,56013,7,481.5702947776853
379,246,116,27,0.2963576135132884,65,4.81,188,416,73036,1,445.57318076541554
380,131,439,20,0.9383157286513161,57,4.22,18,430,36342,9,1000.0
381,492,406,42,0.8187402294840508,81,2.82,138,306,86745,1,336.5903387605874
382,118,281,17,0.983567206513663,86,3.39,238,317,21977,5,846.7091129334043
383,172,228,35,0.259670838950414,1,3.98,132,220,58396,7,559.3820759934597
384,368,193,34,0.969723632797977,75,4.59,108,347,51021,8,381.63712158507326
385,421,102,44,0.43123386979155787,21,2.61,99,442,70057,2,152.02245498247748
386,403,55,8,0.3475187953137546,36,3.09,85,420,67836,4,231.9297604821205
387,385,415,37,0.05034952696935324,19,4.72,221,143,28075,2,574.338301440461
388,357,90,29,0.05276525785960262,23,2.52,65,339,90515,4,237.21642925907517
389,213,391,43,0.6920112559466547,83,3.0,228,75,31802,6,826.4137628736188
390,329,60,33,0.4579289944340279,64,4.9,16,289,78761,6,331.93707871072553
391,182,174,31,0.2265216260361057,64,4.03,245,431,78017,2,525.8797488573567
392,227,477,2,0.6139703063252326,80,3.15,17,37,87753,4,789.600584295274
393,464,94,2,0.2528581182501112,0,2.67,151,421,56822,4,167.50293543718163
394,188,324,27,0.5776317543444226,93,2.57,176,126,52603,1,687.3759684188283
395,180,100,43,0.35920874698269034,2,3.11,244,379,81291,2,229.65902195884237
396,87,106,14,0.823552226611819,45,4.7,93,496,91450,3,510.8635167516211
397,308,162,40,0.8206961607667793,54,3.54,99,459,36592,5,314.9523975324317
398,417,175,22,0.4773503981224013,74,4.3,63,326,57006,8,403.8746394285224
399,296,216,39,0.3508191093350156,87,4.8,41,439,27269,6,529.7049724722923
400,323,438,10,0.36255979655909454,85,3.52,29,334,51138,3,669.0249114267898
401,423,430,47,0.8057145256682179,63,2.98,20,123,63398,6,425.0352588903087
402,403,256,31,0.328179482797612,44,3.79,170,84,91091,7,401.2740280165068
403,411,367,35,0.20905937370684602,25,4.77,175,211,20874,6,528.608587167318
404,154,16,32,0.08468834187530683,76,4.51,245,436,58228,6,393.81847222269494
405,214,239,23,0.4666931208844084,64,2.66,91,68,63670,1,483.52250311602756
406,420,303,38,0.4821320989198419,23,4.23,146,395,8925,3,371.6974930892823
407,147,247,33,0.8409087104029072,73,3.93,138,24,4107,7,703.6046536351373
408,52,475,27,0.22123869644606398,34,4.77,221,240,87388,4,1000.0
409,195,428,36,0.3809912736683999,23,2.81,27,114,96719,4,806.3283855903335
410,479,431,6,0.8084057388936909,27,3.84,130,174,28617,7,413.46037046201906
411,462,91,3,0.8236236107489735,99,4.7,64,208,75258,9,354.9792738466061
412,390,130,36,0.3846110759787682,79,3.53,239,413,51075,2,322.63438894361406
413,489,168,0,0.4591240232866809,15,3.7,144,363,23631,9,276.3086031493139
414,394,420,0,0.3032858908492829,58,2.68,145,44,63444,3,493.94006685988694
415,41,117,46,0.9325548784193121,80,3.2,104,171,98158,6,991.5926371516249
416,257,208,19,0.11864376574158031,53,3.31,107,254,8883,4,473.4427797955805
417,177,180,18,0.93374942300147,78,4.86,230,479,20708,1,473.3662663251109
418,57,373,28,0.6838664518353432,15,3.21,138,296,47221,9,1000.0
419,249,104,9,0.5315721526867312,14,3.65,67,392,18197,6,292.5243120932262
420,384,188,17,0.032659060784495875,97,4.18,42,480,22134,8,524.8017518704648
421,70,136,27,0.4755961918220083,10,2.91,132,28,34550,2,634.4114668289741
422,457,157,34,0.4077481050027323,64,3.72,54,461,15642,7,374.2667555517928
423,283,496,42,0.16121881197512256,78,4.35,184,289,21439,6,855.3798104952735
424,302,120,46,0.6564096035006569,89,4.67,44,349,98779,2,351.48203870009473
425,46,389,30,0.9711509073682858,67,4.07,12,432,25583,2,1000.0
426,245,442,26,0.5621888110645251,42,4.17,193,357,94885,4,710.3702120725613
427,296,319,10,0.7147532764439458,68,2.82,12,191,80538,4,419.98582286362597
428,305,374,48,0.06845045256601678,98,4.86,108,432,63014,3,710.1001145159643
429,116,473,48,0.41766699581699473,12,2.83,229,410,20523,8,1000.0
430,303,331,37,0.11635848516449587,9,4.44,38,156,71543,7,562.3483707907608
431,386,465,4,0.6127958355365104,74,3.16,240,383,86971,2,513.0597586626942
432,467,137,7,0.9384821582141546,81,4.83,211,185,91629,3,292.4132671197287
433,472,404,33,0.6617777324716385,97,4.3,232,172,77830,9,589.7467037959215
434,336,23,47,0.07680304831442153,40,4.38,192,425,46538,5,292.08182043297904
435,323,276,11,0.35466620498508283,49,3.05,61,184,48310,2,432.6393143555091
436,166,87,37,0.5506633794408515,86,3.61,231,56,11908,3,372.3562624601527
437,23,373,0,0.4032077561332522,70,4.04,178,265,58290,8,1000.0
438,54,237,30,0.8336440104751723,58,4.42,26,457,54634,4,1000.0
439,211,430,3,0.8146710047099892,38,2.76,91,183,13699,2,663.7401209590068
440,68,55,48,0.6118310201032214,2,4.91,44,112,67912,2,373.20808118215894
441,36,384,44,0.37345794513270525,75,4.73,177,130,15255,6,1000.0
442,191,218,49,0.25533637376324414,6,3.18,187,428,80183,8,484.0698351396858
443,239,278,4,0.10587431821312931,48,4.56,183,359,61282,7,655.5216574217272
444,177,342,29,0.35489768348655404,25,3.8,90,154,59249,4,720.4354829117931
445,496,192,23,0.4131725172077195,32,3.65,137,51,39176,2,282.85523304046467
446,65,362,2,0.6758229251040736,47,3.29,99,376,9163,9,1000.0
447,392,332,10,0.6581598242975735,78,3.95,17,38,55210,4,505.2934395697766
448,25,98,44,0.07010813964125695,1,4.32,32,463,72979,9,1000.0
449,118,332,3,0.3952593154311578,70,3.53,88,389,79860,5,1000.0
450,399,125,25,0.18177886721736192,31,4.07,229,282,22143,7,309.04251863873293
451,252,265,26,0.1568127053168057,3,4.25,212,474,5920,5,487.60501043507327
452,56,397,45,0.8273021497372459,19,4.28,66,23,83911,2,1000.0
453,299,21,42,0.04191521671625753,35,2.63,97,417,38996,6,259.35006277121545
454,368,473,26,0.41918287590212133,31,4.65,91,450,12748,7,612.686556268284
455,321,98,41,0.1682036557665182,27,3.65,28,315,95071,6,345.7507932459444
456,200,222,49,0.879330215678474,76,3.16,102,322,82251,3,402.8284728784726
457,114,402,5,0.5570405132750351,0,3.1,11,494,48252,8,1000.0
458,118,404,14,0.23138063637684803,59,3.71,170,198,64179,3,1000.0
459,207,328,29,0.5024272871663764,55,4.72,41,369,7450,5,727.5090147260998
460,135,36,41,0.7314863597031158,34,3.45,72,304,53756,9,222.1152424958358
461,210,424,36,0.9581180089194338,29,4.37,230,192,51235,5,740.6081485287526
462,272,397,36,0.22044600424541894,53,2.74,174,361,91546,7,652.948981975543
463,488,17,41,0.8861817721293451,35,3.69,90,45,1020,7,117.75332648222816
464,435,141,36,0.9343041141674903,54,4.98,137,379,81253,5,256.8810726761813
465,490,311,34,0.9164205445320662,88,4.43,196,46,10664,2,351.12352400441057
466,180,202,22,0.6354143568619098,79,3.03,182,23,67635,5,538.7004661998885
467,275,376,5,0.6298206544347077,57,3.75,238,420,24225,7,603.8317636121669
468,342,28,3,0.4032106331838228,82,3.08,91,132,69173,7,239.205857048048
469,147,473,17,0.7523978823037879,64,3.52,19,92,86333,4,1000.0
470,37,480,8,0.5312940183509319,68,4.45,227,168,41225,1,1000.0
471,300,26,48,0.6774380712282945,50,4.43,127,338,11807,6,269.72471300306665
472,242,101,28,0.42845790384879545,21,3.07,205,111,84274,3,294.3829368542033
473,73,26,12,0.7314964640431391,87,4.81,111,346,7402,5,335.7703439107661
474,77,411,46,0.8244715176045491,52,3.98,185,92,5521,4,1000.0
475,342,39,16,0.14643625660281612,99,3.45,157,53,64165,2,327.37279874172685
476,379,315,44,0.832929715574228,35,3.75,93,77,9382,7,383.74378627644967
477,193,257,31,0.5402965317903072,67,4.01,129,57,16065,5,615.9438901280789
478,299,136,47,0.8446659090902243,35,3.9,117,66,86470,7,304.162071459219
479,133,161,21,0.4313017063410146,51,3.72,217,84,15425,9,610.0537353027912
480,307,69,3,0.37904048538303503,52,3.76,141,31,14111,4,213.89649046766584
481,450,252,4,0.9150607325172224,81,2.94,244,141,41799,5,371.2937446542675
482,361,370,36,0.2511692675484013,49,4.53,170,474,54257,9,624.4837987715035
483,170,187,40,0.8442123252861431,79,3.85,154,465,62177,4,512.6380571252489
484,469,406,48,0.4840205725094041,40,2.83,111,311,82046,5,391.7852693016811
485,146,235,12,0.5140954425512597,17,4.42,91,452,38851,5,650.0535077603442
486,174,133,33,0.308468281489484,21,4.83,181,427,9816,8,518.1594392478572
487,405,323,44,0.5730422006190157,65,4.87,72,276,78853,4,491.55408150971886
488,493,197,21,0.3252111962762113,20,3.42,225,296,3175,4,287.03831370013273
489,292,302,22,0.03926941424165231,99,2.84,19,404,12341,7,604.1953394374264
490,123,321,2,0.27199860534435605,43,3.8,69,129,64908,5,993.5723555184849
491,436,314,41,0.006379043406590679,46,2.78,58,255,26654,6,456.0800718898605
492,412,96,33,0.9783547870568566,38,4.83,162,65,61895,6,250.5945967022442
493,318,468,31,0.9657472098197475,28,2.96,97,47,60696,6,505.26790512960133
494,265,416,44,0.39515529747230504,53,3.13,24,254,58889,5,687.7963568468617
495,195,225,48,0.728370854339646,89,3.52,37,30,88144,5,530.8232967424578
496,58,164,20,0.345806098410425,84,3.46,237,119,84115,9,1000.0
497,496,51,45,0.671093157085976,16,4.49,240,103,31194,8,211.28036271413922
498,189,366,43,0.8054300430459791,79,3.64,104,403,35837,4,723.2920688505687
499,266,326,20,0.9467562446922407,59,2.93,218,419,69894,7,498.7859942107272
500,45,375,43,0.400212275849672,30,3.17,81,484,85358,8,1000.0
501,374,73,10,0.7832979829560477,72,3.77,139,145,42576,9,325.04967074391607
502,325,145,38,0.2659284506321188,94,2.87,140,240,20727,5,389.08991432924097
503,428,426,3,0.9903323037936483,77,4.03,160,17,35579,3,464.82401569786856
504,427,216,0,0.025769598764351143,48,3.91,177,453,97554,4,385.1603797738423
505,32,257,27,0.603528806501121,1,4.29,111,337,17555,6,1000.0
506,335,49,23,0.6595059816513271,47,4.84,205,384,54294,5,248.5479450370622
507,410,459,34,0.6880455570741288,13,4.78,221,299,50777,9,513.1227506900462
508,332,107,12,0.12038757878908901,58,4.87,124,260,6906,3,460.98556537646914
509,55,452,46,0.9385297834731304,96,3.11,212,409,41751,2,1000.0
510,192,461,33,0.1811832790500828,98,2.83,78,370,70599,6,1000.0
511,39,221,10,0.6227534032398411,57,3.26,15,406,75180,7,1000.0
512,340,367,35,0.22267607912308496,57,4.74,35,96,74678,5,595.3618213866422
513,283,405,16,0.3072164170212709,50,4.93,16,213,32644,1,674.0162457905317
514,419,346,34,0.5464585417281244,83,4.65,128,228,34521,3,518.432086194743
515,161,319,17,0.4171934185645765,1,2.78,227,415,12564,3,676.9792386175969
516,479,364,39,0.1602256009765063,40,4.87,82,489,71640,4,555.674642751758
517,390,227,21,0.1709364024208483,82,3.56,183,250,28299,6,453.82161135262027
518,490,173,23,0.41814478816279965,81,2.52,176,420,48958,5,353.72094447277067
519,162,456,18,0.7572829782755007,15,3.61,100,329,57078,1,914.3748670002956
520,111,459,36,0.8979646468477885,3,2.62,54,267,14421,6,1000.0
521,373,38,38,0.08412766225938284,11,3.86,121,118,89747,9,287.2929933756381
522,341,418,20,0.39310390755940106,28,3.35,21,265,12202,1,540.6580143263612
523,307,307,7,0.10024556372287663,6,3.68,167,490,43185,8,512.1871913857393
524,234,18,27,0.016592480632597884,13,4.03,133,291,4685,8,293.62035727044986
525,466,234,4,0.6617186826439566,11,4.67,161,229,91197,3,317.0002202611424
526,361,378,16,0.6024494419665878,98,4.15,183,92,43637,9,611.9211847865178
527,70,396,36,0.1630191138148862,4,3.59,68,116,19366,8,1000.0
528,172,34,35,0.2338128330930641,80,4.55,136,78,25276,3,355.4216562184362
529,205,458,18,0.02370775364451838,31,4.76,91,106,81946,5,919.4620375320986
530,82,166,26,0.8349472056944037,73,2.8,160,221,49239,3,689.9681796820922
531,209,64,33,0.9746905960485515,42,3.83,20,295,76214,5,209.15448618690408
532,144,191,10,0.1354595367946908,80,3.21,67,246,25575,9,738.0256113140085
533,169,449,44,0.23147521376529812,68,2.62,80,17,42401,4,952.457419987488
534,333,110,46,0.868409523946934,44,4.17,185,303,42230,6,266.3522175957619
535,77,119,11,0.9264637979561848,8,4.66,89,198,80424,3,569.4321663710027
536,361,434,20,0.41962738280681033,48,2.91,113,90,83263,3,483.1756537332414
537,324,264,10,0.050622472269074126,32,4.53,21,117,69617,5,499.4497712111965
538,199,131,38,0.0393918336928194,99,4.63,172,330,24021,8,618.6003984855183
539,189,368,27,0.5739498660690104,99,4.79,145,76,10449,8,936.2736003521455
540,345,242,4,0.392895108893179,17,3.16,184,183,16657,3,372.8947788163748
541,290,80,16,0.028652427577654516,8,4.76,62,355,36059,8,345.917842634974
542,73,349,19,0.5832523923125568,61,3.3,228,360,2532,8,1000.0
543,463,432,40,0.011302536589022472,56,3.88,169,337,51805,3,588.1321009562814
544,120,434,45,0.787371958149273,28,2.63,246,52,82551,2,1000.0
545,283,276,11,0.3064328227033716,77,2.61,83,196,38756,2,498.16651005915816
546,72,309,5,0.0402580030092321,24,4.3,208,311,72880,9,1000.0
547,79,440,16,0.5883522209831533,14,3.61,65,209,75642,7,1000.0
548,127,257,18,0.3976844144330547,5,3.14,117,390,35206,6,755.3728432584601
549,24,385,25,0.9738004133571495,41,2.98,125,428,53168,7,1000.0
550,122,200,47,0.5441986625037022,28,4.17,211,48,76188,8,708.0967681203579
551,215,260,43,0.2752391810370083,78,2.5,38,229,25550,1,566.5269939956338
552,281,139,43,0.7094388646339748,92,4.51,74,316,7389,8,431.2917703770032
553,384,282,31,0.27149200254271133,3,2.7,21,13,88897,3,350.51552102988825
554,499,145,5,0.9042432914075651,81,2.98,244,130,36847,3,232.40054668585427
555,391,251,35,0.37472197050737643,56,3.47,245,345,80239,6,381.73181389377385
556,369,32,37,0.5498685627762052,48,3.71,24,86,19642,4,209.93925933828552
557,66,54,10,0.05057310382422886,43,3.39,205,477,37509,4,420.0638771478712
558,374,35,32,0.4261212379522308,79,3.3,63,188,80417,4,272.4296384486369
559,330,413,23,0.832363539660995,74,4.91,73,142,50237,9,641.0269221532841
560,443,239,22,0.8056488053633419,13,4.1,219,320,16414,8,351.7779823605785
561,327,369,14,0.22431855885352625,2,2.56,165,238,64176,3,451.49299778922483
562,163,296,26,0.22607907101056268,61,3.58,106,285,80865,1,775.3560937581603
563,288,22,10,0.8173053122132368,63,4.69,124,161,63059,1,166.11099215905358
564,389,114,49,0.9303984201693255,44,3.25,210,173,50150,1,171.24691279280503
565,143,254,16,0.09536092127300355,81,2.74,149,299,89367,4,769.9460779106471
566,125,492,13,0.45005863942622526,57,4.4,61,387,42091,6,1000.0
567,177,101,26,0.33745427896422897,19,4.02,87,118,74124,4,320.9477716064772
568,166,312,17,0.8706884554574393,57,3.93,229,135,1903,3,705.3209574189752
569,164,442,27,0.08352491468001877,88,2.63,133,249,55235,8,1000.0
570,139,28,46,0.2111259425580374,56,2.85,17,319,59565,8,309.4763574534267
571,338,348,46,0.7524683375864943,76,4.06,242,427,56342,6,582.0565237819518
572,294,16,3,0.051293848981215584,67,3.02,159,476,43723,9,337.9088110999088
573,111,389,6,0.49253538071428926,77,3.76,202,410,36572,1,1000.0
574,77,307,44,0.44210703467972,96,3.86,191,398,18610,8,1000.0
575,458,339,34,0.33440117898874866,91,3.21,10,354,35052,6,482.91627264907896
576,365,436,47,0.3945723153189238,51,4.87,101,155,99993,1,591.3575430264228
577,248,55,8,0.5299405869302329,36,4.61,98,261,88063,4,252.4025303113693
578,493,332,7,0.16136735838838312,7,4.31,114,192,38550,5,445.9930856392091
579,136,330,44,0.5719958782835928,43,2.69,231,318,55033,7,880.7168095450035
580,337,395,16,0.8054323292999863,97,2.77,155,315,30011,8,593.0417444841303
581,298,125,16,0.760160929790159,4,3.73,142,81,35764,9,261.71644218157314
582,146,28,48,0.15389990469377368,68,2.9,55,228,98540,6,305.15831786112227
583,412,245,32,0.1492494697414739,30,4.95,151,216,54533,9,476.7955186444343
584,415,487,31,0.2681743677449133,44,2.9,55,182,25064,4,507.67191695712916
585,148,98,7,0.3610747263410372,8,3.72,224,150,50581,8,411.36955687700646
586,77,144,18,0.4084555814084826,31,3.41,91,281,29702,3,694.7775183335265
587,141,245,37,0.6796972168333453,32,4.1,72,223,86701,4,680.7084723182298
588,20,340,2,0.056680432165835404,66,2.82,88,477,9631,4,1000.0
589,258,159,4,0.034672704226066386,29,3.58,215,278,88388,6,398.59325592116625
590,309,393,12,0.391910562943909,75,3.19,46,29,71043,9,665.5145164692143
591,115,359,46,0.6971636921379805,28,4.72,223,75,67063,6,1000.0
592,145,42,45,0.19343534295648257,2,2.6,61,492,29981,1,164.27388729786287
593,137,80,30,0.6415044812562517,89,4.78,230,312,36764,5,421.17015915410843
594,67,177,15,0.25982813794029946,56,4.58,200,156,51513,9,1000.0
595,108,243,49,0.8860861088135163,29,3.24,170,438,67198,5,759.5971023347114
596,256,275,31,0.8956899442666165,8,4.47,66,174,25940,6,430.27090700864517
597,392,463,21,0.2972872042813265,25,2.58,11,387,72792,3,499.9976992731082
598,404,438,28,0.2299937539632405,1,4.92,116,319,29432,8,571.8833999265963
599,291,474,21,0.41130397206623126,61,3.82,203,15,9367,4,786.7735508377369
600,208,454,42,0.24053158518014872,2,3.26,182,23,26511,4,799.6011680630244
601,211,178,2,0.6723838432917036,45,3.41,184,141,9573,5,361.54202757988355
602,466,315,9,0.8260646845482855,67,2.67,30,351,16582,9,370.42369730543004
603,88,421,41,0.673092130911217,24,4.97,158,252,6378,8,1000.0
604,297,317,20,0.8243504472493495,50,2.6,23,448,66296,7,429.13416873161395
605,368,301,15,0.39699216220747413,12,4.14,13,240,14500,5,420.58189367925587
606,266,409,11,0.15631697070886086,43,3.61,65,237,66841,9,718.9180896364144
607,470,24,1,0.7379509473975921,34,4.87,24,171,22881,9,248.71447706776272
608,95,209,40,0.3604745051415539,54,3.11,110,292,71233,2,776.7366314094962
609,173,132,23,0.6712708252291325,86,3.83,241,272,52542,4,477.69954490697967
610,163,284,34,0.27064394198176567,8,3.71,54,140,66285,8,679.8583444209261
611,454,94,29,0.08122963480667267,1,4.26,212,440,60547,1,225.1046879566077
612,105,472,29,0.9925817954877634,60,2.67,85,234,63151,5,1000.0
613,204,107,46,0.15620150793059928,40,2.98,154,267,8222,8,400.0031414402539
614,304,280,34,0.988420993963481,43,3.04,145,243,8933,2,328.66565920266834
615,481,346,18,0.9772799325664473,63,4.35,144,345,84385,2,363.5519738524596
616,239,364,49,0.7938181039080396,30,2.97,14,418,90772,8,607.5070947001509
617,88,375,7,0.6594229620819976,46,3.93,69,325,99706,9,1000.0
618,66,271,25,0.5778070502510847,1,3.04,228,472,79437,7,1000.0
619,113,147,48,0.8661015453778347,95,4.65,162,33,7940,8,676.9145676224493
620,257,290,39,0.28943952161948794,81,4.86,12,280,85590,5,708.693562053048
621,465,278,6,0.46768121248487704,76,3.8,153,104,60145,1,404.9237325758804
622,472,185,29,0.6193899693665019,68,3.38,26,151,44610,4,294.28920845771745
623,223,474,6,0.4111904758694911,57,3.09,22,191,58520,2,834.1894656257581
624,419,15,2,0.427486454090268,43,2.62,198,215,5544,3,155.67407562123162
625,237,327,0,0.3302846675020844,73,3.17,180,399,91854,3,604.8728025425905
626,493,78,35,0.564231816684536,55,4.14,176,471,55812,9,296.3155912954067
627,451,388,24,0.850574528015116,42,3.83,13,90,72610,4,349.3295106044635
628,360,482,36,0.20152837800631285,88,4.86,199,283,52500,2,659.5992573212501
629,58,298,0,0.9344330387534414,33,3.49,58,285,40618,3,1000.0
630,119,135,14,0.6890876537482297,29,4.23,30,380,26444,3,479.9013786547774
631,308,121,36,0.8232732126800302,70,3.72,217,455,86982,7,320.92246811538996
632,273,435,12,0.5561906926300116,69,3.78,98,474,95079,8,692.2593762401453
633,241,189,39,0.7795167014240635,54,3.17,224,217,57586,6,325.70096726607994
634,376,499,7,0.01620039733946721,66,3.64,104,305,25789,4,716.0212303738087
635,42,218,4,0.8183804247795352,12,3.68,30,48,2617,6,1000.0
636,269,179,8,0.04013885908536652,2,4.27,38,445,4333,1,415.5608594739901
637,29,319,0,0.8899133763628625,25,4.85,12,297,41002,8,1000.0
638,265,134,35,0.9919627472386433,56,3.32,142,133,64620,1,247.5011491524006
639,344,58,34,0.2940674621767778,23,2.61,52,373,88688,5,196.70325282447382
640,119,326,1,0.21031855628579366,52,3.74,187,466,90627,2,1000.0
641,309,170,39,0.7653633638580407,69,3.86,111,292,1511,6,385.57653753480287
642,199,381,22,0.2530263409202532,42,2.92,246,375,38850,9,799.3496022160685
643,242,221,8,0.8655623831722035,59,4.4,58,189,83172,5,442.7646671329968
644,413,404,33,0.10284259215747671,57,4.96,210,106,87053,4,548.7796172575627
645,269,122,45,0.12595519637935826,48,4.86,172,200,32786,2,400.9846433882367
646,166,265,13,0.9791515551006156,41,2.99,123,83,75356,3,567.6919431139277
647,461,459,3,0.6738388982700046,75,4.69,147,456,37244,6,588.5590278088237
648,115,418,29,0.8468872244289528,99,4.26,85,282,75714,8,1000.0
649,276,384,30,0.324329377351518,65,3.63,249,58,68261,8,667.7173111664002
650,344,348,37,0.6764837495206044,10,3.85,150,493,19477,5,442.7047296120532
651,23,144,10,0.5942418273085972,97,4.62,100,346,47533,5,1000.0
652,35,471,34,0.603150120122947,89,3.7,106,219,35469,3,1000.0
653,299,307,7,0.6825324595377216,17,3.43,155,125,9496,7,400.92225808269666
654,355,34,2,0.5753591731290986,84,3.73,66,32,13270,6,330.14184634753855
655,266,296,13,0.42906236930266595,99,3.95,50,107,77008,1,603.1848754940348
656,277,299,12,0.27592269438054684,51,2.97,91,337,21724,4,537.7296790608275
657,495,15,44,0.768581330913202,45,4.75,103,406,31416,6,189.71514941797835
658,403,133,31,0.2262724300031862,43,4.19,43,416,36575,6,358.9152534243583
659,179,49,33,0.6923543061544142,21,4.08,147,322,82190,3,200.47617409451726
660,494,212,44,0.23333282264932664,52,2.75,57,199,77614,6,361.0372903629385
661,359,499,18,0.6253301699544539,58,4.01,220,191,94566,6,663.4267692437854
662,171,259,37,0.7470782671290289,93,2.8,196,157,74108,9,645.327056043233
663,415,73,15,0.2187138889065392,29,2.7,195,351,18408,9,234.47020748367225
664,197,339,1,0.05994330086130828,7,3.82,224,445,20359,2,704.0883147666151
665,182,175,39,0.13097374299417408,97,3.51,84,32,9698,4,580.438450466452
666,399,193,16,0.6059969672710255,56,3.97,20,114,71392,9,407.02230785621543
667,52,220,33,0.8494464062257355,72,2.72,108,172,94063,4,1000.0
668,436,26,41,0.04499682123542437,19,3.58,235,76,40492,8,231.58008129952768
669,464,290,15,0.7341512590416462,24,2.94,74,299,75781,3,216.5903481177107
670,198,195,37,0.3413186459500521,18,4.97,198,298,44634,3,510.6752503547041
671,446,256,1,0.4785283699195225,4,3.9,145,55,43864,9,364.74908863766984
672,120,230,1,0.9288595498455656,74,4.22,112,90,95482,8,814.9743949642431
673,287,265,25,0.33197150473584547,78,3.31,51,438,38355,1,493.84278111405126
674,342,313,12,0.46533693393948605,71,2.74,13,156,38690,2,346.1245098222039
675,84,140,46,0.013682414760681105,82,4.94,195,231,38814,3,855.2511375408942
676,436,496,30,0.08159872000483837,86,3.22,38,352,32645,2,569.6271878808394
677,187,231,33,0.258591591134784,26,3.56,213,24,85814,3,494.5353326523861
678,349,320,38,0.027852240821074403,39,4.12,223,388,73739,8,523.7040126895158
679,62,299,2,0.631375326048251,95,2.56,161,130,57630,6,1000.0
680,63,199,7,0.4263983568016225,25,4.53,169,87,49171,7,1000.0
681,304,53,22,0.548145202728022,26,3.84,175,331,22658,6,204.22976110892932
682,416,237,13,0.17464718589632955,61,3.2,90,304,16797,1,335.82888695678866
683,31,198,26,0.2959320294366161,82,2.65,119,250,59799,3,1000.0
684,114,441,28,0.6638244748527251,49,2.91,68,27,99342,1,1000.0
685,321,192,38,0.9653027236303998,41,4.74,156,265,97494,9,399.7133521300476
686,405,421,38,0.0504167736022092,28,4.22,203,463,53236,9,640.5767121478759
687,272,442,0,0.8903843208552661,38,3.12,38,452,7265,5,578.516581691513
688,261,308,16,0.5768812013112085,59,2.66,180,425,73134,4,535.4714351912213
689,54,354,40,0.5639195667556237,40,4.23,16,286,83678,9,1000.0
690,234,165,29,0.5002785352077603,32,3.93,155,433,54494,9,432.911711184
691,356,398,12,0.06939408590418339,82,3.51,211,485,53268,3,660.7810052920976
692,109,140,20,0.08987685173616067,82,3.41,101,36,27998,5,662.1951039315699
693,283,315,18,0.6009120056590861,96,3.04,125,11,92426,3,489.3282990470873
694,112,322,18,0.3409585714355583,15,4.17,145,362,95414,2,974.1640189437444
695,429,350,24,0.9172680665776807,22,4.93,91,473,62339,1,330.1037201576453
696,477,448,21,0.40659053735947226,6,2.94,106,304,15306,2,380.1405187564881
697,109,248,30,0.14328145870264108,25,3.99,100,479,65006,8,903.1008458650831
698,437,394,16,0.714718833502036,95,3.56,177,321,48345,8,510.6601673376124
699,134,389,22,0.29335342144100984,11,3.62,118,372,12885,3,980.5045190147454
700,124,22,31,0.5254703073558932,71,3.14,231,392,44826,7,259.75690426715477
701,410,355,9,0.69783278550517,4,4.56,197,248,56597,7,446.4169057390677
702,215,143,9,0.9002641112020704,91,3.71,51,22,8443,2,377.4108917015331
703,333,278,35,0.7921911948016761,68,3.86,62,391,98375,9,462.8471879173397
